"","fips","year","state","county","combined_ypll_rate","percent_fair_or_poor_health","average_number_of_physically_unhealthy_days","mental_health_provider_rate","average_number_of_mentally_unhealthy_days","smokers","excessive_drinking","unemployed","labor_force","violent_crime_rates","income_ratio","severe_housing_problems"
"1042",6103,2021,"California","Tehama",9503.36805,21.92593,4.99462,172.08531,5.01734,18.23412,19.90925,1422,25650,540.13753,"4.7605457764999999",21.36229
"1043",6105,2021,"California","Trinity",13183.42622,20.08489,5.02691,431.42043,5.11919,18.9724,21.25756,257,4693,380.32937,"4.5296015394999998",22.71062
"1044",6107,2021,"California","Tulare",6953.3896,28.02614,5.20995,282.28531,4.76135,17.52876,17.35398,19627,203980,381.80764,"4.9143553940000002",26.87854
"1045",6109,2021,"California","Tuolumne",7774.41361,16.9067,4.45809,207.42318,4.76079,15.79038,23.8427,951,21317,316.15673,"4.9001904289000002",19.80687
"1046",6111,2021,"California","Ventura",4654.14528,17.64141,4.20051,396.45109,4.16142,12.33546,19.08735,15221,423390,240.48967,"4.2767626716000002",23.30723
"1047",6113,2021,"California","Yolo",4616.95347,17.55603,4.06477,368.70748,4.26902,13.79469,20.20088,4438,108658,331.88944,"5.8802830980999996",23.61864
"1048",6115,2021,"California","Yuba",9487.88862,21.19279,4.85968,224.99619,4.68709,17.2311,21.25058,1815,29997,413.72712,"4.4964686671000003",21.75425
"1049",53000,2021,"Washington","state_year",5614.14475,15.01877,3.74194,399.17829,4.01854,12.12814,17.11206,166445,3914158,293.80056,"4.4385013324999996",17.00533
"1050",53001,2021,"Washington","Adams",5580.9266,28.66271,5.63869,170.14462,4.73912,16.82186,15.17906,558,9870,248.4022,"4.2195011131999998",23.09013
"1051",53003,2021,"Washington","Asotin",7157.58112,17.99668,4.70992,380.83429,4.82466,18.28488,18.6553,431,10400,210.83797,"3.9644806613000001",12.34434
"1052",53005,2021,"Washington","Benton",5586.0546,17.33608,4.32991,286.21753,4.13753,13.99909,17.73936,5396,103169,194.58263,"4.2658056864000002",14.77297
"1053",53007,2021,"Washington","Chelan",5231.62854,18.05248,3.95429,406.73575,4.22027,14.38027,19.86585,2202,45113,148.20402,"4.2317788115999999",15.37338
"1054",53009,2021,"Washington","Clallam",7340.39426,17.0457,4.42183,358.20046,4.48507,16.78137,19.12021,1906,28886,279.59374,"4.4123048260999997",16.9145
"1055",53011,2021,"Washington","Clark",5579.24434,15.75853,3.9766,359.65845,4.19013,14.43105,18.5302,11479,241901,220.19524,"3.7806268598999999",15.45181
"1056",53013,2021,"Washington","Columbia",NA,16.91354,4.26944,301.12923,4.22797,16.43696,20.11271,101,1848,37.69318,"6.2764300021999997",12.5
"1057",53015,2021,"Washington","Cowlitz",8417.76257,19.51559,4.86195,446.68288,4.81112,17.93482,17.76024,2863,47949,259.38136,"4.3966746845999998",16.62159
"1058",53017,2021,"Washington","Douglas",4261.27835,20.18225,4.48342,69.07827,4.3541,16.16907,20.79757,1237,21968,98.78373,"3.7528218177000001",17.00102
"1059",53019,2021,"Washington","Ferry",11225.29937,22.24525,5.20301,249.11499,5.17965,21.70996,19.52647,283,2499,112.26495,"5.7530977513000003",17.34861
"1060",53021,2021,"Washington","Franklin",4945.16231,23.69863,4.56074,138.62343,4.18896,14.64205,16.5432,2749,43132,210.79024,"3.7134744788999998",20.53416
"1061",53023,2021,"Washington","Garfield",NA,15.61012,3.97035,44.94382,4.14594,15.44526,21.3478,50,918,89.24587,"3.5611796288000002",11.44279
"1062",53025,2021,"Washington","Grant",6859.17688,22.94137,4.90818,224.07989,4.45626,17.73243,16.14613,3239,46990,278.46601,"3.9514674411000001",15.81449
"1063",53027,2021,"Washington","Grays Harbor",9050.82086,19.65287,4.8594,341.05594,4.62231,17.81842,20.00348,2047,29008,243.5334,"4.3904275220000004",14.99822
"1064",53029,2021,"Washington","Island",5817.65238,14.00956,3.71178,299.50318,4.04197,13.98725,20.65864,1822,36116,107.36797,"3.7276728796",14.98898
"1065",53031,2021,"Washington","Jefferson",6582.34116,14.48207,3.83138,406.56715,4.15213,13.08083,22.12414,729,12938,211.64542,"4.2029453456999999",15.85761
"1066",53033,2021,"Washington","King",4539.87965,12.37327,3.22954,462.89432,3.8482,10.6836,19.34947,35842,1290480,340.63881,"4.6400020137000002",17.56132
"1067",53035,2021,"Washington","Kitsap",5774.12471,15.16143,4.14352,363.57207,4.13305,14.37796,18.8297,5877,128764,263.2325,"3.8238888085",14.91765
"1068",53037,2021,"Washington","Kittitas",5802.03567,15.93744,4.03362,177.32346,4.26009,14.6663,19.13697,1272,23177,110.40478,"5.1864860915",21.44476
"1069",53039,2021,"Washington","Klickitat",6915.86343,18.02204,4.55265,164.99443,4.44628,15.81087,19.67801,602,10314,87.41465,"4.4635733242000004",16.13099
"1070",53041,2021,"Washington","Lewis",7629.27456,19.24933,4.57545,417.55982,4.44924,18.04816,17.66851,2155,34996,193.19602,"4.3260541194000002",17.71267
"1071",53043,2021,"Washington","Lincoln",6922.3684,16.35758,4.19232,118.84084,4.55808,16.22324,21.90637,252,5031,92.26436,"4.1512628587",10.87203
"1072",53045,2021,"Washington","Mason",6572.85591,20.34355,4.70377,205.18811,4.82787,18.17235,20.60437,1592,25325,219.64153,"4.2611833755999999",16.51834
"1073",53047,2021,"Washington","Okanogan",7801.45026,22.42714,5.08733,284.07073,4.78545,18.74875,18.2188,1382,20346,175.70039,"4.3322038966000003",17.33529
"1074",53049,2021,"Washington","Pacific",8908.52423,19.93497,4.76049,396.06604,4.72645,18.58793,20.56111,596,8603,156.95934,"4.8862883290000001",13.71656
"1075",53051,2021,"Washington","Pend Oreille",8737.33731,18.78633,4.8031,218.59516,4.70629,17.8824,18.98244,400,5074,130.2682,"3.9939094509999999",14.28571
"1076",53053,2021,"Washington","Pierce",6453.46519,16.99228,4.2696,487.52459,4.15237,13.94618,17.95599,22700,442094,457.81824,"3.9459188631000002",16.97513
"1077",53055,2021,"Washington","San Juan",4036.00449,12.99553,3.42364,415.19736,3.84197,11.6275,21.72953,325,8674,52.48696,"4.5210412148000003",19.43005
"1078",53057,2021,"Washington","Skagit",5805.07077,16.43711,4.08977,451.99489,4.4644,15.91493,19.3532,3425,63069,195.35106,"3.9103992722999998",20.07816
"1079",53059,2021,"Washington","Skamania",6481.57405,16.99323,4.3362,140.69354,4.42429,16.87433,19.47582,303,5555,87.7193,"4.5419749739000004",16.75504
"1080",53061,2021,"Washington","Snohomish",5351.33774,15.32975,3.86578,336.46238,4.14066,12.93179,17.10527,13364,439464,204.5924,"3.8028498828999999",16.14026
"1081",53063,2021,"Washington","Spokane",6641.79272,16.39234,4.37871,421.19518,4.55981,15.76898,19.5872,13372,255027,352.81718,"4.3272171253999998",16.37991
"1082",53065,2021,"Washington","Stevens",6405.58491,18.67846,4.8754,393.67496,4.82001,19.19191,19.23961,1336,19062,105.31618,"4.5151729004999996",14.42829
"1083",53067,2021,"Washington","Thurston",5503.05146,15.42594,3.84495,385.15021,4.09227,13.1407,17.32003,6914,142896,237.23321,"3.9460367356999999",15.59823
"1084",53069,2021,"Washington","Wahkiakum",NA,16.21576,4.18317,289.66132,4.39407,16.41969,19.17386,92,1375,122.69939,"4.3928962175999997",13.69863
"1085",53071,2021,"Washington","Walla Walla",5833.76344,17.80823,4.14424,297.89335,4.41848,14.3749,18.25537,1492,30252,239.21663,"4.5709918751999998",16.97186
"1086",53073,2021,"Washington","Whatcom",5106.46194,14.99174,4.2333,467.18169,4.51474,13.81918,19.84012,5741,115413,193.7134,"4.3814893378999997",20.50314
"1087",53075,2021,"Washington","Whitman",4381.02171,16.43801,4.29187,153.68034,4.16962,15.03643,17.97017,1038,23996,181.23814,"6.6967042136000003",23.33617
"1088",53077,2021,"Washington","Yakima",7717.12614,25.8469,5.17101,328.45304,4.44857,15.7844,16.44538,9281,132466,272.82972,"3.9987952307999999",20.91287
"1089",41000,2022,"Oregon","state_year",6072.17981,17.43699,3.9108,605.13869,4.56434,14.90443,21.15012,159446,2104660,248.69464,"4.5250267380000002",18.77299
"1090",41001,2022,"Oregon","Baker",9508.7837,18.5,4.22958,706.21469,4.91159,17.7,22.57951,522,7285,264.39392,"4.6215612344999997",14.29603
"1091",41003,2022,"Oregon","Benton",3953.66348,15.5,3.73933,1162.60363,4.38658,13.8,21.43001,2612,46257,128.03223,"5.5239169487000002",21.42348
"1092",41005,2022,"Oregon","Clackamas",5267.42613,15.1,3.49925,357.21402,4.26814,13.9,22.8744,15797,218040,160.08827,"4.1186337378999998",16.24908
"1093",41007,2022,"Oregon","Clatsop",6873.84418,18.3,4.10374,373.54971,4.78079,17.6,22.34211,1823,19084,163.27828,"4.1483097056",15.27341
"1094",41009,2022,"Oregon","Columbia",6675.01002,18.7,4.19467,421.74143,4.9316,19.4,22.20453,1906,24061,133.2172,"3.9580785165000001",13.34543
"1095",41011,2022,"Oregon","Coos",7452.27044,21.1,4.59485,468.23569,5.17561,20.4,20.76766,2290,26525,170.38311,"4.9715369059999999",16.53529
"1096",41013,2022,"Oregon","Crook",7348.30657,19.8,4.33082,509.85859,4.96534,18.9,21.72647,911,10328,345.83479,"3.4369247613999998",17.18415
"1097",41015,2022,"Oregon","Curry",8389.91264,18.8,4.15411,454.83802,4.8066,18.2,22.32673,774,8944,108.04716,"4.6461405029999998",15.66092
"1098",41017,2022,"Oregon","Deschutes",5004.55236,15.9,3.71229,522.87517,4.46725,15.3,23.80254,7764,97975,168.56832,"4.0770409140000003",18.19374
"1099",41019,2022,"Oregon","Douglas",9195.16184,20.5,4.46941,335.83564,5.11062,20,19.79023,3658,47415,218.73792,"4.2878385076000001",16.74625
"1100",41021,2022,"Oregon","Gilliam",NA,19.7,4.36729,151.89873,4.97433,18.8,22.71676,61,997,0,"5.2644617862",12.94118
"1101",41023,2022,"Oregon","Grant",7429.34442,20.6,4.57153,417.8273,5.21074,20.4,20.861,267,3211,69.21852,"4.0509957898",15.02276
"1102",41025,2022,"Oregon","Harney",8437.84419,19,4.33346,664.58701,5.0339,18.9,22.3556,216,3670,230.49522,"3.8209619705",14.89699
"1103",41027,2022,"Oregon","Hood River",4440.68114,20.1,3.96425,429.55326,4.34191,15.2,21.0851,885,14154,147.02703,"4.0401224760999996",16.97892
"1104",41029,2022,"Oregon","Jackson",6893.81914,18.8,4.21071,550.83753,4.758,17.8,20.52977,8210,105147,334.84498,"4.4967480012000003",20.92318
"1105",41031,2022,"Oregon","Jefferson",10746.2763,22.3,4.56321,229.32089,4.90062,18.5,19.66407,848,10330,222.19199,"4.8093512462000003",14.70215
"1106",41033,2022,"Oregon","Josephine",9342.75515,20.9,4.68481,879.01605,5.20325,20.5,20.88373,2847,36124,222.5331,"4.6324879647000001",22.37354
"1107",41035,2022,"Oregon","Klamath",9589.9225,21.8,4.6502,512.08193,5.06907,18.7,19.87337,2554,29511,217.60451,"5.1081809846999997",19.05109
"1108",41037,2022,"Oregon","Lake",9465.25437,22.9,4.79337,213.86338,5.19488,20.2,19.79446,206,3647,NA,"4.6674646127999999",17.02432
"1109",41039,2022,"Oregon","Lane",6556.94552,18.6,4.20409,968.1816,4.80366,15.9,22.15817,14103,178467,330.47165,"4.6072336939999996",20.5697
"1110",41041,2022,"Oregon","Lincoln",8688.92984,19.7,4.31677,470.51381,4.89901,18.5,21.88382,2243,20598,347.39348,"4.2449063498999999",17.33775
"1111",41043,2022,"Oregon","Linn",7287.60142,19.6,4.31378,201.44368,4.94248,17.5,19.84846,4568,58819,112.09278,"3.8641039926",17.16989
"1112",41045,2022,"Oregon","Malheur",7442.49429,26.4,4.93953,519.6398,4.92311,19.6,18.28841,654,12617,225.73755,"4.4565228622999999",19.47732
"1113",41047,2022,"Oregon","Marion",6120.28663,21.8,4.29474,382.87076,4.63914,15.1,19.14354,11304,163017,232.69466,"4.0236450772000003",19.12117
"1114",41049,2022,"Oregon","Morrow",7258.12671,26.1,4.78573,880.34188,4.88013,18.5,19.16283,295,5717,330.80452,"3.5817575864000002",16.41414
"1115",41051,2022,"Oregon","Multnomah",6123.88498,16.5,3.64785,968.69073,4.25922,15.1,24.54331,39302,457372,474.46139,"4.8843448724999998",21.33429
"1116",41053,2022,"Oregon","Polk",5675.55762,17.6,3.93932,302.01495,4.56219,16.1,22.62975,2639,40205,229.6233,"4.2467914628000001",17.59852
"1117",41055,2022,"Oregon","Sherman",NA,19,4.23339,NA,4.88956,18.4,22.10412,60,983,57.87037,"3.945908347",14.96599
"1118",41057,2022,"Oregon","Tillamook",7518.61509,19,4.19154,295.16799,4.79925,17.4,22.18647,948,11710,97.41462,"3.6373588907999999",18.26167
"1119",41059,2022,"Oregon","Umatilla",7692.80651,24,4.60808,433.42937,4.83484,17.9,19.07869,2505,37001,223.27095,"4.6982374932999997",17.77943
"1120",41061,2022,"Oregon","Union",8024.43089,19,4.29866,361.5683,4.95894,17.9,21.6093,944,12053,137.35201,"4.1012850220999999",14.79008
"1121",41063,2022,"Oregon","Wallowa",NA,17.4,4.08214,278.51274,4.84973,17.4,23.02456,246,3473,0,"4.3853199062000003",16.4297
"1122",41065,2022,"Oregon","Wasco",7081.6657,20.7,4.29178,598.41685,4.75607,17.3,21.23274,953,13430,158.6933,"3.7368224578000002",16.07404
"1123",41067,2022,"Oregon","Washington",4101.8007,15.6,3.40179,469.41745,4.01006,12.2,21.08506,20837,321579,168.55768,"3.9801072127000001",17.12432
"1124",41069,2022,"Oregon","Wheeler",NA,21.3,4.64502,216.29416,5.15615,20.1,21.57719,30,693,183.82353,"3.5660512821000001",15.90909
"1125",41071,2022,"Oregon","Yamhill",5695.28791,18.3,4.01038,474.62476,4.57971,16.8,23.03171,3664,54221,127.99673,"4.2357595992999997",17.90303
"1126",6000,2022,"California","state_year",5678.81695,17.75233,3.69136,410.54836,3.85802,10.09076,18.79369,1908093,18821176,420.87688,"5.1420951772999999",26.19858
"1127",6001,2022,"California","Alameda",4650.65513,15.5,3.2202,691.62251,3.61198,10,17.45299,71396,813807,628.78196,"5.1621239553000002",23.43114
"1128",6003,2022,"California","Alpine",NA,19.6,4.41465,357.46202,4.75755,16,20.31765,58,517,442.47788,"4.0676119403",19.66667
"1129",6005,2022,"California","Amador",6929.98811,17.4,3.96263,256.96679,4.4292,14.2,22.73871,1317,14424,237.07074,"4.5694088373000001",18.23989
"1130",6007,2022,"California","Butte",7851.27949,18.6,4.27459,774.16989,4.68899,14.6,20.12406,8509,92604,327.05731,"5.4724346642999997",22.58195
"1131",6009,2022,"California","Calaveras",7892.10188,17.3,4.01835,194.35087,4.62014,15,22.39223,1619,21207,327.24574,"4.2917384693000002",19.89664
"1132",6011,2022,"California","Colusa",6877.0321,24.6,4.41705,208.73922,4.39811,13.5,18.92037,1675,10499,200.95806,"4.8433097827999996",18.34153
"1133",6013,2022,"California","Contra Costa",4994.80542,15.9,3.35533,380.70592,3.78595,10,19.28192,48020,541256,336.02779,"4.6461178842999997",20.45376
"1134",6015,2022,"California","Del Norte",9204.86301,23,4.72528,468.39245,4.86747,17.6,19.84915,884,9350,609.1092,"5.3603813774000004",19.79592
"1135",6017,2022,"California","El Dorado",5328.98894,14.2,3.52933,382.01374,4.19296,12.3,22.88927,7490,90752,217.58395,"4.9227096124000003",17.65216
"1136",6019,2022,"California","Fresno",7511.34457,25.7,4.63212,420.51397,4.48376,14.3,15.62276,50260,445518,541.77922,"5.1264028872000003",26.60648
"1137",6021,2022,"California","Glenn",7905.2663,24.1,4.6323,113.14217,4.68387,15.2,19.59872,1113,12568,408.14135,"4.7989859971",21.0684
"1138",6023,2022,"California","Humboldt",8529.81724,18.6,4.3962,532.68335,4.85904,15.4,20.76359,4965,59411,432.1358,"5.1705212289000002",24.43564
"1139",6025,2022,"California","Imperial",7110.5469,28.8,4.87751,176.95973,4.45597,13.3,18.38849,15653,69602,366.25348,"5.6262205218999997",26.56906
"1140",6027,2022,"California","Inyo",8003.8633,17.8,3.91938,498.72548,4.37137,13.6,21.76384,647,8305,600.45307,"4.2469479628000002",17.74892
"1141",6029,2022,"California","Kern",8735.14401,26.8,4.78087,230.65095,4.61892,15.1,16.30875,48062,383769,545.33785,"4.8414876252000001",24.38273
"1142",6031,2022,"California","Kings",6863.0811,25.8,4.61667,218.74099,4.47457,14.3,20.13697,6533,56416,443.37724,"3.9035190929999999",21.73862
"1143",6033,2022,"California","Lake",11558.92568,21.8,4.60861,401.68117,4.90452,16.5,18.5665,2700,28267,535.47314,"5.1123864413",20.46986
"1144",6035,2022,"California","Lassen",7623.70451,21.5,4.41722,316.49787,4.59661,16.5,21.37113,676,9461,586.92995,"4.0847718136999998",14.21801
"1145",6037,2022,"California","Los Angeles",5557.72021,21.8,3.97768,408.14455,4.05029,10.9,17.38117,629811,4921499,488.34611,"5.3293209092999998",32.42784
"1146",6039,2022,"California","Madera",7197.35958,26.4,4.76696,173.04657,4.6569,14.1,17.54269,6649,61738,620.23551,"4.0772863890000002",23.54781
"1147",6041,2022,"California","Marin",3554.69321,12.4,3.04659,835.49656,3.6518,9.5,21.48079,8662,130138,177.85725,NA,22.21642
"1148",6043,2022,"California","Mariposa",7490.38431,17.6,4.14494,308.85781,4.66079,14.8,21.81826,781,7162,431.42857,"4.1161383033999996",19.54545
"1149",6045,2022,"California","Mendocino",8620.44455,20,4.32952,808.72869,4.62737,14.8,21.02374,3292,37015,640.48581,"4.8468001430000003",26.01936
"1150",6047,2022,"California","Merced",7371.85709,27.2,4.83361,216.65019,4.60884,14.4,17.45769,13981,114736,555.33867,"4.2732518804000001",24.74091
"1151",6049,2022,"California","Modoc",10678.90759,21.4,4.63567,330.93689,5.00597,17.2,20.44127,270,3170,504.79556,"3.7650850417999999",14.07104
"1152",6051,2022,"California","Mono",3314.89182,17.3,3.82444,213.29297,4.25018,12.9,21.60459,929,7846,262.06203,"2.5727109937999999",9.18473
"1153",6053,2022,"California","Monterey",5291.78499,23.6,4.26006,416.10003,4.24018,12,19.95016,23082,213471,420.63614,"4.2351181917999998",29.46053
"1154",6055,2022,"California","Napa",4617.57796,16.4,3.51968,626.63185,3.90747,10.8,21.10541,6014,68867,397.68136,"4.4976710767999997",21.84377
"1155",6057,2022,"California","Nevada",6752.80323,14.5,3.65313,996.9279,4.33433,12.4,22.84337,3702,46489,264.19005,"4.7401172301000001",20.29092
"1156",6059,2022,"California","Orange",4400.66855,17.4,3.49625,326.75931,3.80399,10.4,18.36865,136563,1553301,213.58281,"4.6317422374000001",26.55915
"1157",6061,2022,"California","Placer",4579.36114,13.6,3.33584,340.48889,3.99793,11,21.71065,13573,184892,161.99868,"4.6878168608999999",17.14062
"1158",6063,2022,"California","Plumas",10122.54928,15.8,3.891,311.06659,4.57112,14,22.79674,806,7559,574.82224,"4.6391474766999998",16.59416
"1159",6065,2022,"California","Riverside",6381.16054,21.9,4.09534,236.10109,4.20145,12.5,18.55437,109998,1107723,291.24456,"4.7255837912000001",25.2022
"1160",6067,2022,"California","Sacramento",6667.20048,18.1,3.93355,418.56247,4.26689,13.3,21.34323,65558,707182,508.2411,"4.5554780180999996",21.74692
"1161",6069,2022,"California","San Benito",5285.4462,20.9,3.9414,128.01499,4.06383,11.7,20.00064,3119,31528,298.70307,"3.7255290365999998",22.40699
"1162",6071,2022,"California","San Bernardino",7723.70351,23.5,4.24698,266.12668,4.26217,13.2,17.40143,91295,966206,441.88442,"4.4423110797999996",26.23388
"1163",6073,2022,"California","San Diego",4926.22204,16.9,3.62722,440.81986,3.95351,11,19.53928,141814,1538361,327.71883,"4.6733900222999996",25.03038
"1164",6075,2022,"California","San Francisco",4811.44613,13.7,3.02585,1009.33988,3.47452,9.3,20.98632,43525,556056,760.464,NA,23.70473
"1165",6077,2022,"California","San Joaquin",7767.56254,22.7,4.25907,266.80834,4.34008,13.9,19.7536,37374,331828,787.32184,"4.6732728154999998",24.23641
"1166",6079,2022,"California","San Luis Obispo",5260.36802,16,3.68911,662.53556,4.17423,11.9,22.25697,10195,132690,408.22506,"4.5746105919",21.22205
"1167",6081,2022,"California","San Mateo",3503.83217,13.6,3.01691,432.41005,3.44324,9.2,20.16069,29748,433876,209.11246,NA,23.51796
"1168",6083,2022,"California","Santa Barbara",5333.96944,19.7,3.92678,589.52348,4.11529,11.7,20.1377,17335,217510,318.05052,"4.5421762308",29.11148
"1169",6085,2022,"California","Santa Clara",3682.67894,14.2,2.98929,398.45735,3.35482,8.7,17.63794,71340,1020693,264.08835,NA,22.7788
"1170",6087,2022,"California","Santa Cruz",5048.34352,17.6,3.74886,868.75984,4.10498,11.4,20.67909,12714,133646,409.52586,"5.1759597160000004",26.81322
"1171",6089,2022,"California","Shasta",9500.30163,17.8,4.25812,437.92277,4.8158,16.1,20.82135,6343,72827,726.13675,"4.9036279230000002",22.18517
"1172",6091,2022,"California","Sierra",NA,18.4,4.23591,239.72603,4.73773,15.3,21.2727,103,1282,422.22598,"4.8076611008999999",17.33871
"1173",6093,2022,"California","Siskiyou",10618.12216,19.3,4.40229,483.29287,4.864,15.6,20.66975,1637,16923,343.55545,"4.5822450476999999",19.37159
"1174",6095,2022,"California","Solano",6402.22452,17.6,3.69233,417.51038,4.06586,11.9,20.44814,19205,202812,476.30026,"3.9353910407999999",21.01768
"1175",6097,2022,"California","Sonoma",5096.96458,15.7,3.58902,515.7007,4.06945,11.4,21.48885,19300,245091,367.91949,"4.3162039401000003",22.54146
"1176",6099,2022,"California","Stanislaus",7821.00289,23.9,4.4057,237.60137,4.47656,14.2,19.46584,25756,240641,578.4521,"4.3522780478999996",23.03394
"1177",6101,2022,"California","Sutter",7515.22325,22.1,4.36975,373.5021,4.52741,14.7,18.5487,4995,45467,351.7975,"4.1787845530999999",19.17491
"1178",6103,2022,"California","Tehama",9623.43209,22.8,4.81337,176.76063,4.99148,16.6,19.54714,2262,25579,540.13753,"4.9169803844000004",23.20499
"1179",6105,2022,"California","Trinity",14307.23395,19.6,4.58601,433.85724,5.06609,17.4,20.88588,360,4515,380.32937,"4.8097871328000004",20.10354
"1180",6107,2022,"California","Tulare",7363.52247,28,5.01394,300.20483,4.70697,14.9,15.62435,26299,199151,381.80764,"4.7221927263000003",26.51629
"1181",6109,2022,"California","Tuolumne",8067.27358,17.8,4.03945,229.29469,4.57361,15,22.62657,2084,20038,316.15673,"4.7755592013000001",19.53177
"1182",6111,2022,"California","Ventura",4737.32512,17.8,3.63263,433.21325,3.93064,10.6,19.34248,34964,408867,240.48967,"4.3266096169999999",23.30722
"1183",6113,2022,"California","Yolo",4742.41734,19,3.89852,392.75832,4.1556,12.2,18.01145,7915,105026,331.88944,"5.8792846497999998",23.8675
"1184",6115,2022,"California","Yuba",9162.99294,21,4.3818,238.27345,4.64718,14.8,19.37789,3163,30042,413.72712,"4.4999386327000002",22.89916
"1185",53000,2022,"Washington","state_year",5823.73516,15.65262,3.90736,436.44,4.43943,12.75078,16.48278,329088,3914873,293.80056,"4.3761435296000002",16.75049
"1186",53001,2022,"Washington","Adams",5954.32138,29.6,5.30307,174.76407,4.7133,16.7,12.84939,677,9261,248.4022,"3.9987677402999999",21.76871
"1187",53003,2022,"Washington","Asotin",8005.89522,17.4,4.39661,411.91937,4.86693,18.8,18.39459,538,10383,210.83797,"3.8527976104000001",11.45038
"1188",53005,2022,"Washington","Benton",5950.12272,17.4,3.96051,303.74081,4.25737,14.5,17.18698,8461,103143,194.58263,"4.0897513829000003",14.22836
"1189",53007,2022,"Washington","Chelan",5510.97541,19,4.17693,453.76028,4.35386,15.3,17.38335,3693,44190,148.20402,"4.2315055932999996",14.33666
"1190",53009,2022,"Washington","Clallam",7590.42999,17.4,4.24208,380.44244,4.65895,16.6,19.17988,2977,29280,279.59374,"4.5213879748999997",16.81943
"1191",53011,2022,"Washington","Clark",5883.04334,15.7,3.804,387.02666,4.3178,12.9,15.36018,20682,242578,220.19524,"3.7572381875",15.1819
"1192",53013,2022,"Washington","Columbia",NA,17.5,4.25621,321.14625,4.66263,17.8,18.63001,125,1724,37.69318,"5.1436034890000002",10.51136
"1193",53015,2022,"Washington","Cowlitz",7793.55,19.2,4.44485,477.6827,4.83764,19.8,16.0528,4523,48522,259.38136,"4.3438334007000003",17.20014
"1194",53017,2022,"Washington","Douglas",4376.95404,20.9,4.34309,66.57484,4.41424,15.9,17.80953,1805,21225,98.78373,"3.6497389229000001",14.70295
"1195",53019,2022,"Washington","Ferry",10804.79706,21.3,5.04262,244.87692,5.25365,22.1,17.98747,285,2469,112.26495,"6.0113776318000003",19.22456
"1196",53021,2022,"Washington","Franklin",5264.27674,23.6,4.56702,135.97734,4.36728,15.4,14.86003,3833,42497,210.79024,"3.8879160496999998",19.9316
"1197",53023,2022,"Washington","Garfield",NA,15.8,3.99283,43.66812,4.52798,15.7,18.29072,69,819,89.24587,"3.1527806209000002",11.05528
"1198",53025,2022,"Washington","Grant",7185.22341,23.9,4.71417,234.46069,4.56583,17.3,15.37922,4195,47442,278.46601,"4.0950839647999997",15.04078
"1199",53027,2022,"Washington","Grays Harbor",9129.0425,19.4,4.51577,379.19684,4.82848,19,19.3941,3402,29055,243.5334,"4.1169070135999997",15.53158
"1200",53029,2022,"Washington","Island",5658.66242,14.2,3.64961,298.78857,4.18515,14.3,19.98852,2998,36303,107.36797,"3.8300783533999998",14.60789
"1201",53031,2022,"Washington","Jefferson",7153.961,14.2,3.72877,431.19266,4.27384,14.4,18.9487,1231,13081,211.64542,"4.4576317431000003",14.32584
"1202",53033,2022,"Washington","King",4708.63026,12.7,3.23834,513.1655,3.69208,10,19.37783,96440,1286608,340.63881,"4.6164533995000001",17.63581
"1203",53035,2022,"Washington","Kitsap",5877.90889,15.1,3.69017,395.54671,4.21951,14.7,16.7147,9952,129092,263.2325,"3.7272654606",14.70588
"1204",53037,2022,"Washington","Kittitas",5235.00468,17.5,4.21346,180.8796,4.61713,16,18.73411,1998,22085,110.40478,"4.9114057682999999",20.74424
"1205",53039,2022,"Washington","Klickitat",6635.59906,18,4.31069,189.45235,4.60259,16.7,17.72336,808,9810,87.41465,"4.1018306636000004",17.09602
"1206",53041,2022,"Washington","Lewis",8130.97375,19.2,4.46297,473.76049,4.81904,18.6,16.18216,3284,35103,193.19602,"4.2886397484999996",16.75479
"1207",53043,2022,"Washington","Lincoln",6989.94736,16.7,4.20751,126.23986,4.72542,17.2,17.70823,318,4681,92.26436,"4.0178814455999996",9.25307
"1208",53045,2022,"Washington","Mason",7029.67877,18.7,4.43215,260.90525,4.76648,18.5,19.22927,2508,25517,219.64153,"3.9863242889000001",16.29488
"1209",53047,2022,"Washington","Okanogan",7984.13188,22.5,4.9332,288.5969,4.92016,19.6,17.14814,1759,19581,175.70039,"4.1697317281000004",16.34807
"1210",53049,2022,"Washington","Pacific",7644.95216,19.5,4.50707,417.68187,4.8019,17.9,18.31572,914,8524,156.95934,"4.5452931557999996",12.43808
"1211",53051,2022,"Washington","Pend Oreille",10653.99475,17.9,4.40367,233.31448,4.85845,18.4,18.88877,530,4958,130.2682,"3.7434709508999999",16.52249
"1212",53053,2022,"Washington","Pierce",6683.26676,17.3,3.90779,527.74404,4.35111,16.7,18.66098,43374,450196,457.81824,"3.8218215415999999",16.61945
"1213",53055,2022,"Washington","San Juan",3710.48704,13.3,3.45019,451.63503,4.02886,12.1,19.60263,665,8379,52.48696,"4.8001612193999996",19.68847
"1214",53057,2022,"Washington","Skagit",5808.76809,17.6,4.02777,502.33582,4.36522,16.1,17.97678,6124,62498,195.35106,"3.8645003066000001",19.36998
"1215",53059,2022,"Washington","Skamania",6874.06721,16.8,4.11061,156.93401,4.60086,17.1,18.83374,509,5515,87.7193,"4.5826322227",15.26147
"1216",53061,2022,"Washington","Snohomish",5560.2212,14.7,3.59141,362.23812,4.08114,13.8,16.62269,37293,441156,204.5924,"3.7530468249000002",15.61945
