"","fips","year","state","county","combined_ypll_rate","percent_fair_or_poor_health","average_number_of_physically_unhealthy_days","mental_health_provider_rate","average_number_of_mentally_unhealthy_days","smokers","excessive_drinking","unemployed","labor_force","violent_crime_rates","income_ratio","severe_housing_problems"
"573",41055,2018,"Oregon","Sherman",NA,13.99365,NA,NA,NA,14.94221,17.31295,41,900,96.48784,"4.7593557046999999",21.51899
"574",41057,2018,"Oregon","Tillamook",7255.15826,14.53913,NA,252.45764,NA,15.83585,17.15563,585,11668,92.95627,"3.9773814702000001",17.5722
"575",41059,2018,"Oregon","Umatilla",6306.90152,17.68201,NA,298.21074,NA,18.30978,18.46566,1966,36291,173.6829,"4.2449693787999996",16.89591
"576",41061,2018,"Oregon","Union",7030.71458,16.5655,NA,268.33289,NA,17.58872,18.01019,717,12073,141.14978,"4.7413502996999997",20.37494
"577",41063,2018,"Oregon","Wallowa",7524.35864,13.58535,NA,201.55485,NA,14.5742,16.95885,225,3334,14.46132,"4.6817317616",16.88742
"578",41065,2018,"Oregon","Wasco",7297.22789,14.90786,NA,363.77561,NA,15.25541,19.12156,673,13789,118.67347,"3.7479044332",17.50912
"579",41067,2018,"Oregon","Washington",4142.37353,11.95507,NA,301.31491,NA,12.51774,20.85054,13087,314169,148.8935,"4.2134196163000004",18.4821
"580",41069,2018,"Oregon","Wheeler",NA,16.29204,NA,223.21429,NA,15.17503,14.55893,30,690,358.29452,"4.5474600681000004",16.54135
"581",41071,2018,"Oregon","Yamhill",5491.18663,14.97995,NA,343.69496,NA,15.93329,19.28305,2476,52921,128.37267,"4.1231222855",18.9019
"582",6000,2018,"California","state_year",5217.32264,17.52659,NA,308.20624,NA,10.97293,17.81262,1037687,19102734,407.01202,"5.2247510668999997",27.88196
"583",6001,2018,"California","Alameda",4660.07935,12.6865,NA,550.22019,NA,10.67353,19.58503,35530,837917,720.31393,"5.3190997124999999",24.26346
"584",6003,2018,"California","Alpine",NA,16.95788,NA,466.85341,NA,14.80225,17.414,36,556,529.56752,"6.1997673434999996",25.33333
"585",6005,2018,"California","Amador",6213.51082,13.06823,NA,195.27593,NA,11.04444,19.17072,862,14646,278.86374,"4.3394892450000002",21.23386
"586",6007,2018,"California","Butte",7285.53046,16.27319,NA,566.85944,NA,14.15562,18.93858,6693,102319,298.55568,"5.2912626863999996",23.12973
"587",6009,2018,"California","Calaveras",7306.20141,12.84324,NA,152.75287,NA,11.74399,18.29147,1177,20914,255.66324,"4.9622069084999998",20.28479
"588",6011,2018,"California","Colusa",5746.52996,19.46638,NA,176.02372,NA,12.36017,18.41381,1691,10887,199.59771,"3.7059226814000001",19.68162
"589",6013,2018,"California","Contra Costa",4702.75309,12.14342,NA,308.33554,NA,10.46857,16.27891,24639,556454,366.02249,"4.7725016689000004",22.29309
"590",6015,2018,"California","Del Norte",8127.88427,17.51145,NA,377.63253,NA,15.14706,19.24144,731,9806,582.28444,"5.3947555843000004",24.98688
"591",6017,2018,"California","El Dorado",5119.9237,11.29313,NA,293.06397,NA,10.99345,22.17481,4547,89737,227.60607,"4.8458931687",21.51889
"592",6019,2018,"California","Fresno",6961.00637,24.17111,NA,293.18869,NA,14.18187,16.0948,42094,446228,507.12096,"5.1948511665000003",28.6498
"593",6021,2018,"California","Glenn",7335.77792,20.68696,NA,113.93983,NA,14.00331,17.63832,1075,13091,419.23756,"5.2741693730000003",21.18201
"594",6023,2018,"California","Humboldt",8952.82192,16.48021,NA,380.54535,NA,15.27978,20.3881,3060,62674,331.97064,"4.7193931033999998",25.5223
"595",6025,2018,"California","Imperial",5655.23859,26.69977,NA,119.96705,NA,13.43298,16.62235,18079,76863,311.04017,"6.0010449321000001",27.93397
"596",6027,2018,"California","Inyo",6345.42627,14.15128,NA,385.80247,NA,11.83562,18.81342,470,8984,473.88261,"4.2866538057000003",20.27883
"597",6029,2018,"California","Kern",7592.54805,24.04404,NA,162.97689,NA,16.19314,19.47817,40169,389091,554.9864,"4.9083906598000002",25.90257
"598",6031,2018,"California","Kings",5966.75217,21.71847,NA,186.26698,NA,14.54645,19.16709,5699,57183,477.85029,"4.3279416577000003",25.28582
"599",6033,2018,"California","Lake",11667.0154,18.34352,NA,332.21037,NA,15.40098,17.01928,1951,29378,539.11013,"5.2487686347000002",27.25065
"600",6035,2018,"California","Lassen",6416.00187,15.35417,NA,298.02397,NA,13.85608,22.10752,724,10517,400.8157,"4.5547342814",17.76986
"601",6037,2018,"California","Los Angeles",4946.1517,18.80945,NA,291.92393,NA,10.60575,17.26186,264495,5043254,423.78904,"5.4579389415000001",34.39947
"602",6039,2018,"California","Madera",6592.11427,22.85717,NA,142.85991,NA,14.26944,17.08542,5632,61468,616.29101,"4.5931081809999998",26.35459
"603",6041,2018,"California","Marin",3447.67448,11.02839,NA,701.70458,NA,9.66976,19.88492,4567,141059,184.90981,"5.7131426125000004",24.33154
"604",6043,2018,"California","Mariposa",7338.74978,13.90793,NA,241.24067,NA,12.25507,17.84693,521,7552,419.26388,"4.8078545758000004",19.1358
"605",6045,2018,"California","Mendocino",8000.30133,17.38762,NA,551.19368,NA,14.09601,18.69795,2083,39865,509.63057,"5.0148921601999996",27.5857
"606",6047,2018,"California","Merced",6748.66212,24.60186,NA,138.45879,NA,14.45934,17.61846,12056,115037,614.38103,"4.6351539532999997",26.00144
"607",6049,2018,"California","Modoc",10390.74513,16.33431,NA,318.36271,NA,13.44635,17.23138,260,3327,670.63549,"4.1041779120999999",17.20154
"608",6051,2018,"California","Mono",3933.47047,14.20798,NA,193.11923,NA,12.78716,21.81323,448,8406,253.82484,"3.2666306274000001",20.63953
"609",6053,2018,"California","Monterey",5066.55159,22.44786,NA,298.23175,NA,12.36516,17.57378,16662,220414,425.44853,"4.3120089786999998",30.66779
"610",6055,2018,"California","Napa",4382.85146,14.06498,NA,465.65283,NA,10.90926,20.07743,3127,73426,340.79717,"4.5277390576999998",24.00766
"611",6057,2018,"California","Nevada",5913.61257,11.5877,NA,623.56847,NA,11.80087,19.09389,2299,48419,331.99613,"4.2847325056000001",22.68609
"612",6059,2018,"California","Orange",4094.36296,15.29273,NA,226.88502,NA,9.99516,16.97841,64345,1602371,203.94792,"4.7873113471000002",28.12274
"613",6061,2018,"California","Placer",4740.8561,10.73687,NA,264.893,NA,9.7152,20.88014,7983,179819,175.94306,"4.5030986265999999",19.86429
"614",6063,2018,"California","Plumas",9548.60509,13.77934,NA,241.5848,NA,12.32064,18.029,759,7873,502.55595,"4.4504950494999997",20.86753
"615",6065,2018,"California","Riverside",5587.4211,19.16146,NA,173.4694,NA,12.35873,19.39338,63782,1051815,282.592,"4.5860328829999997",26.85004
"616",6067,2018,"California","Sacramento",6240.33608,15.44769,NA,339.52696,NA,12.53033,18.90207,37318,697427,523.17345,"4.8886309908000003",23.70442
"617",6069,2018,"California","San Benito",4752.11586,18.34788,NA,92.57077,NA,10.91542,18.98234,2016,29790,381.56872,"3.9661244545000001",27.1028
"618",6071,2018,"California","San Bernardino",6562.46668,19.74832,NA,194.1969,NA,13.05439,17.81358,53398,935579,409.07129,"4.7099680454000001",28.01656
"619",6073,2018,"California","San Diego",4658.18939,13.06947,NA,315.57541,NA,11.12233,21.88116,73468,1570422,348.80494,"4.8403312297000003",25.62949
"620",6075,2018,"California","San Francisco",4568.80827,11.82612,NA,849.82323,NA,10.15553,23.89842,18206,559788,792.96632,"7.1916346081000002",26.69782
"621",6077,2018,"California","San Joaquin",7156.03097,20.41224,NA,204.30443,NA,12.22772,17.8657,25729,319187,780.37899,"4.8917727718000004",26.91113
"622",6079,2018,"California","San Luis Obispo",5326.42254,13.12974,NA,530.95406,NA,11.21189,20.51185,5982,140365,379.33172,"4.6794930523999998",23.68832
"623",6081,2018,"California","San Mateo",3552.49444,11.52599,NA,333.02955,NA,9.08425,16.93583,13436,448587,227.55577,"4.8376047730999998",24.03309
"624",6083,2018,"California","Santa Barbara",4854.68947,17.64525,NA,461.03503,NA,11.18778,19.44515,10846,216625,333.29811,"4.824317873",29.75076
"625",6085,2018,"California","Santa Clara",3621.65447,11.58074,NA,304.31353,NA,8.19943,15.92345,38620,1026525,253.89988,"5.0524262004000002",23.72726
"626",6087,2018,"California","Santa Cruz",5108.32723,16.36197,NA,664.7905,NA,11.55518,19.96998,9971,144525,394.0611,"5.3060915766000001",27.2872
"627",6089,2018,"California","Shasta",8811.0862,14.93934,NA,277.7917,NA,14.3133,18.6641,5167,74700,690.62234,"4.6263786070000004",22.21578
"628",6091,2018,"California","Sierra",NA,13.57903,NA,169.66407,NA,11.55592,18.24343,102,1349,380.06298,"5.8724355176999996",15.89147
"629",6093,2018,"California","Siskiyou",9534.13544,17.31187,NA,383.00117,NA,14.59513,16.46142,1515,17917,269.1922,"4.5603958077",23.29721
"630",6095,2018,"California","Solano",6346.8529,14.83002,NA,339.61295,NA,11.7651,18.07655,11355,207882,467.65987,"4.3771843172000002",22.5407
"631",6097,2018,"California","Sonoma",4720.28491,13.01989,NA,413.85891,NA,11.1511,19.33686,10296,260479,362.5867,"4.4427818398000003",24.52992
"632",6099,2018,"California","Stanislaus",7148.46873,18.83068,NA,183.35918,NA,12.65946,17.79377,20845,244500,533.08219,"4.6453663892000003",26.50068
"633",6101,2018,"California","Sutter",6684.0696,18.24106,NA,265.90516,NA,13.07125,16.92001,4347,45327,305.91055,"4.8372007025999997",23.53034
"634",6103,2018,"California","Tehama",7581.91279,18.73571,NA,162.77894,NA,14.74132,18.78625,1788,25201,537.5837,"4.3418780924",20.44293
"635",6105,2018,"California","Trinity",10404.51214,17.35416,NA,414.6456,NA,15.33495,16.4621,358,5067,208.54802,"5.2470648949000003",21.01449
"636",6107,2018,"California","Tulare",7224.87132,26.61325,NA,235.86289,NA,15.77339,17.78236,22627,205909,445.77511,"4.7413381123000002",27.82487
"637",6109,2018,"California","Tuolumne",7008.05747,13.84355,NA,143.11204,NA,12.29873,19.09234,1345,21858,220.22108,"4.4722080570999996",21.055
"638",6111,2018,"California","Ventura",4711.99142,14.94541,NA,327.27735,NA,10.64247,18.82616,22149,427785,205.01587,"4.3671204065999998",24.6425
"639",6113,2018,"California","Yolo",5383.61802,16.22095,NA,334.56594,NA,11.68361,19.46963,6146,106271,317.39744,"5.9316026438999998",25.00881
"640",6115,2018,"California","Yuba",8548.25758,18.17917,NA,176.68549,NA,14.85598,18.68218,2411,28319,386.93055,"4.3657611530000002",24.56495
"641",53000,2018,"Washington","state_year",5566.57857,13.90196,NA,298.54555,NA,13.94537,18.17591,198002,3643885,289.89561,"4.5321624343",18.05628
"642",53001,2018,"Washington","Adams",6662.24425,23.8821,NA,150.74332,NA,15.59569,15.24369,592,8699,298.73558,"4.1038510849999996",23.00429
"643",53003,2018,"Washington","Asotin",6669.54365,13.63304,NA,277.95212,NA,16.14687,17.75849,511,9993,234.64292,"4.6021353032999999",15.25784
"644",53005,2018,"Washington","Benton",5525.58563,13.13528,NA,194.64494,NA,13.41683,20.11884,6185,94454,213.93748,"4.4953964492000003",13.85366
"645",53007,2018,"Washington","Chelan",5566.85806,14.13431,NA,284.2621,NA,14.01378,18.78662,2578,43917,149.2912,"4.5185117801999999",18.135
"646",53009,2018,"Washington","Clallam",7445.36016,13.6336,NA,257.4762,NA,13.54606,16.50769,2172,27450,261.98344,"4.1605485133000002",16.26029
"647",53011,2018,"Washington","Clark",5590.94716,12.28603,NA,281.3596,NA,14.25176,18.03406,13797,220608,208.21378,"3.8181091877000002",17.00729
"648",53013,2018,"Washington","Columbia",8290.09559,15.58254,NA,228.54241,NA,14.99272,15.2481,118,1732,82.70615,"4.6983430798999999",17.30205
"649",53015,2018,"Washington","Cowlitz",7545.98351,15.14527,NA,267.21187,NA,17.00447,18.73141,3358,44859,301.79289,"4.5449180648",18.82309
"650",53017,2018,"Washington","Douglas",5335.21963,15.1055,NA,38.71561,NA,13.46025,16.27949,1469,20661,94.97155,"3.6790113922000001",18.14003
"651",53019,2018,"Washington","Ferry",10338.00883,17.8204,NA,236.40662,NA,18.35119,16.04952,270,2497,154.83871,"5.8757379409999997",17.36334
"652",53021,2018,"Washington","Franklin",4631.51029,19.24434,NA,120.89618,NA,15.05699,18.27871,3056,39969,237.20035,"3.9410017658999998",22.45404
"653",53023,2018,"Washington","Garfield",NA,13.52362,NA,44.50378,NA,13.84861,16.32849,55,922,177.27877,"3.8033119755000002",12.1547
"654",53025,2018,"Washington","Grant",6498.1595,20.10392,NA,176.38381,NA,15.94433,17.68063,3321,44807,292.33785,"3.8076469818000001",17.47974
"655",53027,2018,"Washington","Grays Harbor",8430.2199,15.99746,NA,147.98682,NA,16.95007,18.32014,2384,27373,211.08081,"4.4205326678999999",16.16032
"656",53029,2018,"Washington","Island",5660.90592,12.19829,NA,273.48855,NA,12.40134,17.56327,1977,32821,111.59774,"4.0689247152999997",15.58501
"657",53031,2018,"Washington","Jefferson",5794.34425,12.10205,NA,295.44944,NA,13.12419,14.77632,836,11509,245.58609,"4.9639206254000001",18.65534
"658",53033,2018,"Washington","King",4500.9174,10.95054,NA,343.12107,NA,9.38345,19.46464,47600,1208334,332.08499,"4.7794727396000001",18.46104
"659",53035,2018,"Washington","Kitsap",5543.88109,10.96746,NA,266.98287,NA,12.09313,18.42307,6816,117931,267.89798,"4.0435767225000001",16.15389
"660",53037,2018,"Washington","Kittitas",5467.46293,13.08543,NA,147.10471,NA,15.57745,19.17751,1304,21648,115.68755,"5.3307647402000002",24.17189
"661",53039,2018,"Washington","Klickitat",6204.97361,14.9926,NA,126.75461,NA,14.06869,16.02084,683,9663,87.49881,"3.5773032488999998",15.95477
"662",53041,2018,"Washington","Lewis",7429.57502,14.2096,NA,216.69738,NA,16.83236,16.19587,2595,32094,197.86978,"4.2905813608000001",18.03056
"663",53043,2018,"Washington","Lincoln",5349.9836,13.96777,NA,67.63285,NA,14.88849,15.76396,280,4885,83.09895,"4.1579798539999997",11.58605
"664",53045,2018,"Washington","Mason",7537.79666,15.71636,NA,120.58266,NA,16.32945,17.22538,1849,23597,230.69623,"4.3614067139000001",17.14286
"665",53047,2018,"Washington","Okanogan",7025.75313,19.30911,NA,259.90278,NA,18.02705,15.86589,1493,21548,189.41522,"4.8740989909000003",19.11585
"666",53049,2018,"Washington","Pacific",7542.79467,18.25177,NA,211.77467,NA,14.8466,14.61877,692,8334,144.80162,"4.3798831481000002",15.36359
"667",53051,2018,"Washington","Pend Oreille",10055.43244,15.92134,NA,167.64459,NA,15.76033,15.30623,429,4723,112.75113,"4.4542931766000002",16.99819
"668",53053,2018,"Washington","Pierce",6443.50727,13.00083,NA,388.24491,NA,14.6812,19.11314,25462,405717,435.79657,"4.0991714514000002",18.33823
"669",53055,2018,"Washington","San Juan",4611.81694,10.50419,NA,385.58051,NA,11.70408,16.86252,381,7902,73.11469,"4.5783591155999996",23.65309
"670",53057,2018,"Washington","Skagit",6028.06845,14.18752,NA,347.6686,NA,15.2714,18.60449,3945,58138,204.1295,"4.2180349396999999",20.40388
"671",53059,2018,"Washington","Skamania",5607.92327,14.31691,NA,121.63336,NA,14.30695,17.35853,366,5081,129.90464,"5.1497132507999996",19.50395
"672",53061,2018,"Washington","Snohomish",5195.22647,11.86569,NA,285.92468,NA,13.16525,18.7944,17961,412178,191.24654,"3.9402521413999998",17.59571
"673",53063,2018,"Washington","Spokane",6751.49655,12.20973,NA,270.30168,NA,15.86876,19.15845,14865,234518,362.5767,"4.5588276736999997",16.46777
"674",53065,2018,"Washington","Stevens",7362.92289,17.32335,NA,276.78391,NA,15.81408,17.67282,1536,17931,98.31343,"4.1478697989000004",17.90071
"675",53067,2018,"Washington","Thurston",5521.4629,12.36815,NA,231.08618,NA,13.48737,17.039,7604,130653,213.99192,"3.9416789190000001",17.03437
"676",53069,2018,"Washington","Wahkiakum",9521.04498,14.81297,NA,265.76468,NA,14.01427,15.96803,116,1296,57.74625,"4.6078019273999997",16.61808
"677",53071,2018,"Washington","Walla Walla",6285.62629,14.81347,NA,225.38946,NA,14.77135,18.2195,1629,28890,214.58631,"4.5237889481",16.54378
"678",53073,2018,"Washington","Whatcom",5095.87878,13.82476,NA,404.05904,NA,13.00525,20.5796,6478,107690,199.90343,"4.7779485745999999",20.69268
"679",53075,2018,"Washington","Whitman",5605.81822,14.98017,NA,145.33991,NA,15.65097,20.24366,1184,23069,147.58653,"6.9081786630000002",26.11354
"680",53077,2018,"Washington","Yakima",7031.98814,21.15652,NA,251.1657,NA,15.18003,16.80979,10055,125794,297.54894,"4.0313808515999998",22.15392
"681",41000,2019,"Oregon","state_year",6049.23232,15.82219,NA,476.85417,NA,16.21089,18.53224,86789,2104086,248.69464,"4.5872548194",20.00743
"682",41001,2019,"Oregon","Baker",7421.91153,13.87871,NA,554.37897,NA,15.2864,18.08994,386,7070,264.39392,"4.3341911575000003",17.10894
"683",41003,2019,"Oregon","Benton",4317.02576,13.24667,NA,783.9386,NA,14.02861,20.35584,1570,48126,128.03223,"5.8199419167000004",22.48818
"684",41005,2019,"Oregon","Clackamas",5263.38262,10.37175,NA,277.70239,NA,12.98751,20.77303,8191,218947,160.08827,"4.1508381600000002",17.67657
"685",41007,2019,"Oregon","Clatsop",7644.58465,14.30096,NA,270.53239,NA,16.12975,19.05423,795,19248,163.27828,"4.2148452549000002",19.1097
"686",41009,2019,"Oregon","Columbia",6174.9757,12.86892,NA,305.12533,NA,15.29471,19.39378,1253,24224,133.2172,"4.1212985388999996",14.08038
"687",41011,2019,"Oregon","Coos",9048.35695,17.21495,NA,356.87453,NA,19.28271,17.1439,1471,26645,170.38311,"4.7103594080000004",18.25029
"688",41013,2019,"Oregon","Crook",7663.9781,15.49365,NA,406.52165,NA,15.71688,17.29948,599,9563,345.83479,"4.0062260535999998",20.70485
"689",41015,2019,"Oregon","Curry",8853.10151,15.02976,NA,361.72747,NA,14.92372,15.91875,551,9049,108.04716,"4.5948392693000004",17.12099
"690",41017,2019,"Oregon","Deschutes",4892.57692,13.8214,NA,411.50502,NA,13.7108,20.54584,3937,93470,168.56832,"4.0741523795000001",20.69797
"691",41019,2019,"Oregon","Douglas",9229.67288,15.2707,NA,264.15612,NA,15.85537,16.65014,2492,46572,218.73792,"4.2059815493999997",17.81963
"692",41021,2019,"Oregon","Gilliam",NA,14.3053,NA,107.81671,NA,14.7279,16.83397,36,865,0,"3.5204780389999999",11.37725
"693",41023,2019,"Oregon","Grant",8125.91269,14.17934,NA,278.16412,NA,15.07729,16.02803,216,3162,69.21852,"4.1603286269000002",16.98413
"694",41025,2019,"Oregon","Harney",9286.53143,14.60772,NA,562.49143,NA,15.64551,17.29352,215,3438,230.49522,"4.0611015911999999",12.99342
"695",41027,2019,"Oregon","Hood River",4329.45723,15.71637,NA,355.04984,NA,15.24923,20.41331,518,14359,147.02703,"3.8404975371000001",16.84982
"696",41029,2019,"Oregon","Jackson",7071.67141,13.3009,NA,392.22178,NA,17.68916,20.68607,4959,103952,334.84498,"4.6850397638999999",22.99215
"697",41031,2019,"Oregon","Jefferson",8492.00866,19.05374,NA,164.15523,NA,18.58225,17.41908,560,10041,222.19199,"4.0176523702000004",15.92978
"698",41033,2019,"Oregon","Josephine",9126.24932,17.09299,NA,745.7847,NA,18.33356,16.58148,1905,35392,222.5331,"4.7195685669999996",22.67922
"699",41035,2019,"Oregon","Klamath",9184.55383,17.18834,NA,437.7381,NA,17.57639,18.35933,1760,29880,217.60451,"4.5209235209000003",18.37072
"700",41037,2019,"Oregon","Lake",6428.16078,17.1515,NA,165.3313,NA,17.26226,16.50792,202,3545,NA,"4.4599256220000001",19.29078
"701",41039,2019,"Oregon","Lane",6430.0487,13.90718,NA,801.60535,NA,15.20904,19.28401,8118,182399,330.47165,"4.8224684360000003",21.8142
"702",41041,2019,"Oregon","Lincoln",8861.62222,16.56633,NA,390.43336,NA,16.99792,17.75091,1006,21197,347.39348,"4.2900708119999997",18.72113
"703",41043,2019,"Oregon","Linn",6704.57485,15.32118,NA,151.14317,NA,16.39028,16.29129,2763,57998,112.09278,"4.1112466124999996",18.80266
"704",41045,2019,"Oregon","Malheur",8151.30357,20.53629,NA,452.75591,NA,18.37597,16.98155,590,12618,225.73755,"4.6505000943999999",22.55712
"705",41047,2019,"Oregon","Marion",6329.45013,17.19041,NA,319.08722,NA,15.78743,17.47266,6991,162450,232.69466,"4.0540562710000003",20.9132
"706",41049,2019,"Oregon","Morrow",6002.46031,17.35076,NA,671.68189,NA,15.67475,18.12652,259,5856,330.80452,"3.4399663183999998",15.25199
"707",41051,2019,"Oregon","Multnomah",5911.78818,13.56862,NA,773.94109,NA,15.06974,22.05508,16606,457151,474.46139,"5.0372949615999998",22.03624
"708",41053,2019,"Oregon","Polk",6088.52346,14.70987,NA,260.46645,NA,14.60023,19.59066,1716,39548,229.6233,"4.2871727318000001",19.43078
"709",41055,2019,"Oregon","Sherman",NA,13.99365,NA,NA,NA,14.94221,17.31295,43,897,57.87037,"4.4703589743999999",19.87578
"710",41057,2019,"Oregon","Tillamook",7078.87699,14.53913,NA,247.28363,NA,15.83585,17.15563,501,11786,97.41462,"4.1695079896999996",18.3259
"711",41059,2019,"Oregon","Umatilla",7022.93142,17.68201,NA,331.23336,NA,18.30978,18.46566,1785,36924,223.27095,"4.2754454131999999",15.63725
"712",41061,2019,"Oregon","Union",7492.52065,16.5655,NA,270.76501,NA,17.58872,18.01019,638,12068,137.35201,"4.564469914",19.15104
